255.063 0.008
268.903 0.01
287.806 0.028
310.084 0.074
328.312 0.128
340.464 0.186
351.266 0.252
358.692 0.3
362.068 0.338
372.869 0.44
380.295 0.536
387.722 0.618
395.823 0.686
407.3 0.746
416.076 0.782
425.527 0.81
437.004 0.826
451.181 0.838
470.084 0.854
484.937 0.868
499.789 0.878
509.241 0.876
519.367 0.882
529.494 0.88
538.945 0.888
548.397 0.888
557.848 0.89
567.975 0.888
580.802 0.898
588.228 0.896
599.705 0.902
610.506 0.902
629.409 0.91
651.013 0.912
665.865 0.91
680.717 0.908
690.844 0.904
708.397 0.89
726.624 0.87
743.502 0.852
757.679 0.83
771.857 0.798
785.359 0.768
800.211 0.736
815.063 0.69
828.565 0.648
843.418 0.596
858.945 0.542
871.097 0.498
885.949 0.45
900.802 0.392
912.954 0.346
924.43 0.306
938.608 0.26
950.759 0.222
968.987 0.17
987.215 0.126
1004.768 0.086
1022.321 0.056
1034.473 0.036
1047.637 0.024
