3.750000000000000000e-01,0.000000000000000000e+00
3.750698854885488598e-01,3.120079920201170899e-04
3.751397709770977196e-01,6.246044813911180065e-04
3.752096564656465794e-01,9.377899924104926132e-04
3.752795419541954391e-01,1.251565049584488264e-03
3.753494274427442989e-01,1.565930177628154039e-03
3.754193129312931032e-01,1.880885901465131601e-03
3.754891984198419630e-01,2.196432746228699391e-03
3.755590839083908228e-01,2.512571237260312427e-03
3.756289693969396826e-01,2.829301900110645952e-03
3.756988548854885424e-01,3.146625260539391393e-03
3.757687403740374021e-01,3.464541844515291267e-03
3.758386258625862619e-01,3.783052178216188190e-03
3.759085113511351217e-01,4.102156788029063042e-03
3.759783968396839815e-01,4.421856200550080065e-03
3.760482823282328413e-01,4.742150942584628937e-03
3.761181678167817011e-01,5.063041541147366396e-03
3.761880533053305053e-01,5.384528523462001580e-03
3.762579387938793651e-01,5.706612416962364605e-03
3.763278242824282249e-01,6.029293749290912108e-03
3.763977097709770847e-01,6.352573048299794099e-03
3.764675952595259445e-01,6.676450842050641460e-03
3.765374807480748043e-01,7.000927658814600635e-03
3.766073662366236641e-01,7.326004027072391747e-03
3.766772517251725239e-01,7.651680475514333751e-03
3.767471372137213836e-01,7.977957533040397342e-03
3.768170227022702434e-01,8.304835728760246588e-03
3.768869081908191032e-01,8.632315591993278830e-03
3.769567936793679630e-01,8.960397652268666316e-03
3.770266791679167673e-01,9.289082439325142826e-03
3.770965646564656271e-01,9.618370483112079206e-03
3.771664501450144868e-01,9.948262313787977623e-03
3.772363356335633466e-01,1.027875846172154016e-02
3.773062211221122064e-01,1.060985945749146064e-02
3.773761066106610662e-01,1.094156583188646281e-02
3.774459920992099260e-01,1.127387811590534715e-02
3.775158775877587858e-01,1.160679684075702559e-02
3.775857630763076456e-01,1.194032253786057526e-02
3.776556485648565054e-01,1.227445573884527151e-02
3.777255340534053651e-01,1.260919697555063640e-02
3.777954195419541694e-01,1.294454678002619416e-02
3.778653050305030292e-01,1.328050568453262650e-02
3.779351905190518890e-01,1.361707422154016973e-02
3.780050760076007488e-01,1.395425292372974753e-02
3.780749614961496086e-01,1.429204232399272287e-02
3.781448469846984684e-01,1.463044295543098651e-02
3.782147324732473281e-01,1.496945535135695178e-02
3.782846179617961879e-01,1.530908004529360662e-02
3.783545034503450477e-01,1.564931757097459339e-02
3.784243889388939075e-01,1.599016846234420017e-02
3.784942744274427673e-01,1.633163325355743711e-02
3.785641599159915716e-01,1.667371247897978664e-02
3.786340454045404313e-01,1.701640667318836397e-02
3.787039308930892911e-01,1.735971637097030035e-02
3.787738163816381509e-01,1.770364210732385674e-02
3.788437018701870107e-01,1.804818441745825036e-02
3.789135873587358705e-01,1.839334383679365123e-02
3.789834728472847303e-01,1.873912090096123417e-02
3.790533583358335901e-01,1.908551614580323783e-02
3.791232438243824499e-01,1.943253010737299932e-02
3.791931293129313096e-01,1.978016332193496471e-02
3.792630148014801694e-01,2.012841632596478955e-02
3.793329002900290292e-01,2.047728965614934241e-02
3.794027857785778335e-01,2.082678384938647237e-02
3.794726712671266933e-01,2.117689944278617828e-02
3.795425567556755531e-01,2.152763697366897461e-02
3.796124422442244128e-01,2.187899697956703984e-02
3.796823277327732726e-01,2.223097999822399098e-02
3.797522132213221324e-01,2.258358656759492517e-02
3.798220987098709922e-01,2.293681722584647170e-02
3.798919841984198520e-01,2.329067251135680250e-02
3.799618696869687118e-01,2.364515296271569450e-02
3.800317551755175716e-01,2.400449581574709904e-02
3.801016406640664314e-01,2.436975525175633442e-02
3.801715261526152356e-01,2.473592144582715743e-02
3.802414116411640954e-01,2.510299579427793804e-02
3.803112971297129552e-01,2.547097969487048877e-02
3.803811826182618150e-01,2.583987454681219154e-02
3.804510681068106748e-01,2.620968175075662557e-02
3.805209535953595346e-01,2.658040270880449377e-02
3.805908390839083943e-01,2.695203882450461150e-02
3.806607245724572541e-01,2.732459150285478436e-02
3.807306100610061139e-01,2.769806215030278310e-02
3.808004955495549737e-01,2.807245217474724566e-02
3.808703810381038335e-01,2.844776298553864866e-02
3.809402665266526378e-01,2.882399599347994570e-02
3.810101520152014976e-01,2.920115261082865954e-02
3.810800375037503573e-01,2.957923425129608402e-02
3.811499229922992171e-01,2.995824233004939358e-02
3.812198084808480769e-01,3.033817826371226073e-02
3.812896939693969367e-01,3.071904347036582411e-02
3.813595794579457965e-01,3.110083936954963560e-02
3.814294649464946563e-01,3.148356738226258666e-02
3.814993504350435161e-01,3.186722893096382431e-02
3.815692359235923758e-01,3.225182543957372944e-02
3.816391214121412356e-01,3.263735833347485016e-02
