# Wavelength, Molecular Absorption, Ozone, Rayleigh Scattering, Aerosol Extinction
3.000000000e+02	1.000000000e+00	5.331289760e-02	3.407053155e-01	9.466793975e-01
3.000800000e+02	1.000000000e+00	5.435787260e-02	3.411238522e-01	9.466793975e-01
3.001600000e+02	1.000000000e+00	5.605947157e-02	3.415422999e-01	9.466793975e-01
3.002400000e+02	1.000000000e+00	5.783871457e-02	3.419606580e-01	9.466793975e-01
3.003200000e+02	1.000000000e+00	5.916057787e-02	3.423789261e-01	9.466793975e-01
3.004000000e+02	1.000000000e+00	6.054187844e-02	3.427971036e-01	9.466793975e-01
3.004800000e+02	1.000000000e+00	6.166439858e-02	3.432151900e-01	9.466793975e-01
3.005600000e+02	1.000000000e+00	6.334766451e-02	3.436331847e-01	9.466793975e-01
3.006400000e+02	1.000000000e+00	6.561751487e-02	3.440510872e-01	9.466793975e-01
3.007200000e+02	1.000000000e+00	6.821769433e-02	3.444688970e-01	9.466793975e-01
3.008000000e+02	1.000000000e+00	7.117447666e-02	3.448866136e-01	9.466793975e-01
3.008800000e+02	1.000000000e+00	7.458961260e-02	3.453042364e-01	9.466793975e-01
3.009600000e+02	1.000000000e+00	7.781690405e-02	3.457217648e-01	9.466793975e-01
3.010400000e+02	1.000000000e+00	8.112240877e-02	3.461391985e-01	9.466793975e-01
3.011200000e+02	1.000000000e+00	8.496634949e-02	3.465565368e-01	9.466793975e-01
3.012000000e+02	1.000000000e+00	8.768413887e-02	3.469737793e-01	9.466793975e-01
3.012800000e+02	1.000000000e+00	8.991763730e-02	3.473909253e-01	9.466793975e-01
3.013600000e+02	1.000000000e+00	9.242453829e-02	3.478079745e-01	9.466793975e-01
3.014400000e+02	1.000000000e+00	9.492456395e-02	3.482249263e-01	9.466793975e-01
3.015200000e+02	1.000000000e+00	9.664349096e-02	3.486417801e-01	9.466793975e-01
3.016000000e+02	1.000000000e+00	9.767489266e-02	3.490585355e-01	9.466793975e-01
3.016800000e+02	1.000000000e+00	9.871623917e-02	3.494751919e-01	9.466793975e-01
3.017600000e+02	1.000000000e+00	9.979079831e-02	3.498917488e-01	9.466793975e-01
3.018400000e+02	1.000000000e+00	1.009314842e-01	3.503082058e-01	9.466793975e-01
3.019200000e+02	1.000000000e+00	1.021947253e-01	3.507245623e-01	9.466793975e-01
3.020000000e+02	1.000000000e+00	1.041480482e-01	3.511408178e-01	9.466793975e-01
3.020800000e+02	1.000000000e+00	1.065563226e-01	3.515569718e-01	9.466793975e-01
3.021600000e+02	1.000000000e+00	1.089945145e-01	3.519730239e-01	9.466793975e-01
3.022400000e+02	1.000000000e+00	1.114641796e-01	3.523889734e-01	9.466793975e-01
3.023200000e+02	1.000000000e+00	1.143724741e-01	3.528048200e-01	9.466793975e-01
3.024000000e+02	1.000000000e+00	1.183454667e-01	3.532205630e-01	9.466793975e-01
3.024800000e+02	1.000000000e+00	1.223050391e-01	3.536362021e-01	9.466793975e-01
3.025600000e+02	1.000000000e+00	1.264237589e-01	3.540517367e-01	9.466793975e-01
3.026400000e+02	1.000000000e+00	1.308148201e-01	3.544671663e-01	9.466793975e-01
3.027200000e+02	1.000000000e+00	1.355025934e-01	3.548824904e-01	9.466793975e-01
3.028000000e+02	1.000000000e+00	1.391240515e-01	3.552977086e-01	9.466793975e-01
3.028800000e+02	1.000000000e+00	1.438544919e-01	3.557128203e-01	9.466793975e-01
3.029600000e+02	1.000000000e+00	1.487102428e-01	3.561278251e-01	9.466793975e-01
3.030400000e+02	1.000000000e+00	1.528140598e-01	3.565427225e-01	9.466793975e-01
3.031200000e+02	1.000000000e+00	1.562266589e-01	3.569575119e-01	9.466793975e-01
3.032000000e+02	1.000000000e+00	1.595270153e-01	3.573721930e-01	9.466793975e-01
3.032800000e+02	1.000000000e+00	1.619409054e-01	3.577867652e-01	9.466793975e-01
3.033600000e+02	1.000000000e+00	1.640182061e-01	3.582012281e-01	9.466793975e-01
3.034400000e+02	1.000000000e+00	1.663833685e-01	3.586155811e-01	9.466793975e-01
3.035200000e+02	1.000000000e+00	1.685008743e-01	3.590298238e-01	9.466793975e-01
3.036000000e+02	1.000000000e+00	1.708016518e-01	3.594439558e-01	9.466793975e-01
3.036800000e+02	1.000000000e+00	1.722728712e-01	3.598579764e-01	9.466793975e-01
3.037600000e+02	1.000000000e+00	1.726640357e-01	3.602718854e-01	9.466793975e-01
3.038400000e+02	1.000000000e+00	1.720863429e-01	3.606856821e-01	9.466793975e-01
3.039200000e+02	1.000000000e+00	1.728666053e-01	3.610993662e-01	9.466793975e-01
3.040000000e+02	1.000000000e+00	1.747566493e-01	3.615129371e-01	9.466793975e-01
3.040800000e+02	1.000000000e+00	1.783052612e-01	3.619263945e-01	9.466793975e-01
3.041600000e+02	1.000000000e+00	1.829731715e-01	3.623397377e-01	9.466793975e-01
3.042400000e+02	1.000000000e+00	1.872077200e-01	3.627529664e-01	9.466793975e-01
3.043200000e+02	1.000000000e+00	1.910666354e-01	3.631660801e-01	9.466793975e-01
